date,department,cost_center,account_name,account_type,debit_amount,credit_amount,voucher_id,description,currency,exchange_rate
2024-07-04,技术支持部,CC云平01,订阅服务收入,income,28044.8,27770.96,V-101039,订阅服务收入-2024-07-04-08,CNY,1.0
2024-07-04,AI研究院,CC云平01,办公租金,opex_admin,10368.9,10610.9,V-101040,办公租金-2024-07-04-47,CNY,1.0
2024-07-04,技术支持部,CC技术03,招待费,opex_admin,2288.15,2376.46,V-101041,招待费-2024-07-04-78,CNY,1.0
2024-07-04,技术支持部,CC技术03,办公租金,opex_admin,9478.01,9617.17,V-101042,办公租金-2024-07-04-32,CNY,1.0
2024-07-04,企业服务部,CCAI04,差旅交通,opex_admin,14273.32,13723.09,V-101043,差旅交通-2024-07-04-23,CNY,1.0
2024-07-05,数据智能部,CC云平02,绩效奖金,opex_salary,7981.36,7831.93,V-101044,绩效奖金-2024-07-05-29,CNY,1.0
2024-07-05,AI研究院,CC技术03,培训服务收入,income,89040.69,91918.94,V-101045,培训服务收入-2024-07-05-95,CNY,1.0
2024-07-05,技术支持部,CCAI01,技术咨询收入,income,31339.97,32346.23,V-101046,技术咨询收入-2024-07-05-42,CNY,1.0
2024-07-05,企业服务部,CC云平02,社保公积金,opex_salary,5955.06,5918.94,V-101047,社保公积金-2024-07-05-16,JPY,6.6088
2024-07-05,技术支持部,CC企业03,服务器成本,cogs,33714.65,34988.34,V-101048,服务器成本-2024-07-05-16,JPY,7.6024
2024-07-05,数据智能部,CCAI02,折旧摊销,opex_da,7967.0,7658.86,V-101049,折旧摊销-2024-07-05-88,CNY,1.0
2024-07-05,云平台事业部,CCAI05,软件许可成本,cogs,37761.3,38581.81,V-101050,软件许可成本-2024-07-05-33,EUR,6.8724
2024-07-05,数据智能部,CC云平04,内容采购成本,cogs,35671.12,34115.97,V-101051,内容采购成本-2024-07-05-17,CNY,1.0
2024-07-07,AI研究院,CC企业02,办公租金,opex_admin,4349.26,4504.95,V-101052,办公租金-2024-07-07-57,JPY,6.913
2024-07-07,企业服务部,CC技术04,工资薪酬,opex_salary,6602.18,6846.36,V-101053,工资薪酬-2024-07-07-38,EUR,7.4213
2024-07-07,云平台事业部,CC技术03,测试认证费,opex_rd,24555.92,25603.69,V-101054,测试认证费-2024-07-07-23,CNY,1.0
2024-07-07,云平台事业部,CC技术04,技术咨询收入,income,68023.13,71004.99,V-101055,技术咨询收入-2024-07-07-57,JPY,7.2577
2024-07-07,数据智能部,CCAI03,绩效奖金,opex_salary,6758.44,6422.91,V-101056,绩效奖金-2024-07-07-68,USD,7.3343
2024-07-07,云平台事业部,CC云平02,第三方服务费,cogs,32527.08,32225.93,V-101057,第三方服务费-2024-07-07-11,CNY,1.0
2024-07-08,企业服务部,CC技术04,订阅服务收入,income,68283.42,69081.69,V-101058,订阅服务收入-2024-07-08-01,JPY,6.5589
2024-07-08,AI研究院,CC企业03,汇兑损益,opex_other,5669.64,5619.84,V-101059,汇兑损益-2024-07-08-45,USD,7.2701
2024-07-08,企业服务部,CC技术05,工资薪酬,opex_salary,17656.39,17380.07,V-101060,工资薪酬-2024-07-08-51,CNY,1.0
2024-07-08,数据智能部,CC数据02,一次性授权收入,income,33238.6,32679.55,V-101061,一次性授权收入-2024-07-08-27,CNY,1.0
2024-07-08,云平台事业部,CCAI03,差旅交通,opex_admin,886.56,886.67,V-101062,差旅交通-2024-07-08-16,CNY,1.0
2024-07-08,AI研究院,CC技术04,绩效奖金,opex_salary,8129.19,8043.72,V-101063,绩效奖金-2024-07-08-10,EUR,7.4273
2024-07-08,云平台事业部,CC数据04,广告投放费,opex_mkt,16448.76,15913.97,V-101064,广告投放费-2024-07-08-10,CNY,1.0
2024-07-08,企业服务部,CC技术04,内容采购成本,cogs,19976.21,19333.53,V-101065,内容采购成本-2024-07-08-69,CNY,1.0
2024-07-08,技术支持部,CC技术01,招待费,opex_admin,11633.78,11802.72,V-101066,招待费-2024-07-08-27,CNY,1.0
2024-07-08,云平台事业部,CC技术03,研发工具费,opex_rd,4778.65,4728.58,V-101067,研发工具费-2024-07-08-74,CNY,1.0
2024-07-08,企业服务部,CC企业05,工资薪酬,opex_salary,1187.78,1152.87,V-101068,工资薪酬-2024-07-08-03,CNY,1.0
2024-07-09,AI研究院,CC企业04,绩效奖金,opex_salary,403.74,403.04,V-101069,绩效奖金-2024-07-09-65,CNY,1.0
2024-07-09,技术支持部,CCAI03,测试认证费,opex_rd,0,0.0,V-101070,测试认证费-2024-07-09-45,USD,7.5827
2024-07-09,云平台事业部,CC技术01,折旧摊销,opex_da,12210.79,12316.38,V-101071,折旧摊销-2024-07-09-97,CNY,1.0
2024-07-09,企业服务部,CC云平02,活动会展费,opex_mkt,11645.66,12032.69,V-101072,活动会展费-2024-07-09-71,CNY,1.0
2024-07-09,AI研究院,CC云平02,绩效奖金,opex_salary,2764.19,2678.77,V-101073,绩效奖金-2024-07-09-46,CNY,1.0
2024-07-09,企业服务部,CC云平03,研发工具费,opex_rd,0,0.0,V-101074,研发工具费-2024-07-09-83,CNY,1.0
2024-07-09,技术支持部,CC数据02,汇兑损益,opex_other,7646.33,7349.89,V-101075,汇兑损益-2024-07-09-99,CNY,1.0
2024-07-09,云平台事业部,CC技术04,软件许可成本,cogs,27298.43,28521.23,V-101076,软件许可成本-2024-07-09-31,JPY,7.6717
2024-07-09,企业服务部,CCAI02,汇兑损益,opex_other,4996.32,5068.11,V-101077,汇兑损益-2024-07-09-34,CNY,1.0
2024-07-10,AI研究院,CC云平02,差旅交通,opex_admin,5532.22,5348.42,V-101078,差旅交通-2024-07-10-55,USD,6.5325
2024-07-10,数据智能部,CC数据03,培训服务收入,income,48373.74,48290.01,V-101079,培训服务收入-2024-07-10-35,CNY,1.0
2024-07-10,数据智能部,CC云平01,测试认证费,opex_rd,9645.16,9331.44,V-101080,测试认证费-2024-07-10-26,CNY,1.0
2024-07-11,企业服务部,CC云平04,汇兑损益,opex_other,13461.45,13491.43,V-101081,汇兑损益-2024-07-11-93,CNY,1.0
2024-07-11,云平台事业部,CC技术03,专利注册费,opex_rd,15880.2,15398.28,V-101082,专利注册费-2024-07-11-65,USD,7.6105
2024-07-11,企业服务部,CC云平04,带宽流量成本,cogs,16260.34,16313.52,V-101083,带宽流量成本-2024-07-11-60,CNY,1.0
2024-07-11,AI研究院,CC技术01,差旅交通,opex_admin,19463.09,18899.9,V-101084,差旅交通-2024-07-11-97,CNY,1.0
2024-07-11,AI研究院,CCAI02,运维服务收入,income,96219.46,99111.5,V-101085,运维服务收入-2024-07-11-90,CNY,1.0
2024-07-11,AI研究院,CC云平01,汇兑损益,opex_other,15065.04,15423.52,V-101086,汇兑损益-2024-07-11-78,CNY,1.0
2024-07-11,云平台事业部,CC数据05,服务器成本,cogs,34182.9,35685.74,V-101087,服务器成本-2024-07-11-90,EUR,7.2572
2024-07-11,云平台事业部,CCAI01,差旅交通,opex_admin,5540.92,5330.48,V-101088,差旅交通-2024-07-11-27,CNY,1.0
2024-07-11,数据智能部,CC云平03,专利注册费,opex_rd,939.48,944.69,V-101089,专利注册费-2024-07-11-15,CNY,1.0
2024-07-11,技术支持部,CC云平05,办公租金,opex_admin,15157.82,15323.28,V-101090,办公租金-2024-07-11-44,CNY,1.0
2024-07-11,数据智能部,CCAI04,活动会展费,opex_mkt,10146.2,10195.59,V-101091,活动会展费-2024-07-11-02,CNY,1.0
2024-07-12,技术支持部,CCAI01,折旧摊销,opex_da,1670.13,1617.72,V-101092,折旧摊销-2024-07-12-10,USD,7.6732
2024-07-12,AI研究院,CCAI03,社保公积金,opex_salary,7606.18,7525.15,V-101093,社保公积金-2024-07-12-31,USD,7.5308
2024-07-12,云平台事业部,CCAI05,招待费,opex_admin,87.51,84.2,V-101094,招待费-2024-07-12-04,CNY,1.0
2024-07-12,企业服务部,CC云平04,服务器成本,cogs,38532.55,37578.44,V-101095,服务器成本-2024-07-12-99,CNY,1.0
2024-07-12,云平台事业部,CC企业04,汇兑损益,opex_other,11012.19,11413.0,V-101096,汇兑损益-2024-07-12-45,CNY,1.0
2024-07-12,技术支持部,CC企业01,汇兑损益,opex_other,0,0.0,V-101097,汇兑损益-2024-07-12-46,CNY,1.0
2024-07-12,数据智能部,CC云平04,培训服务收入,income,0,0.0,V-101098,培训服务收入-2024-07-12-27,EUR,7.2613
2024-07-12,企业服务部,CCAI03,市场推广费,opex_mkt,9644.53,9461.34,V-101099,市场推广费-2024-07-12-95,CNY,1.0
2024-07-12,技术支持部,CC数据03,市场推广费,opex_mkt,8856.36,8803.8,V-101100,市场推广费-2024-07-12-32,CNY,1.0
2024-07-15,企业服务部,CC企业03,技术咨询收入,income,80450.43,79956.77,V-101101,技术咨询收入-2024-07-15-85,CNY,1.0
2024-07-15,AI研究院,CC技术01,广告投放费,opex_mkt,14071.98,13473.32,V-101102,广告投放费-2024-07-15-11,EUR,6.7075
2024-07-15,数据智能部,CCAI03,运维服务收入,income,46248.87,44718.8,V-101103,运维服务收入-2024-07-15-04,CNY,1.0
2024-07-15,数据智能部,CC技术02,绩效奖金,opex_salary,15951.05,15412.54,V-101104,绩效奖金-2024-07-15-83,JPY,7.6189
2024-07-15,技术支持部,CC企业01,运维服务收入,income,42571.6,42273.84,V-101105,运维服务收入-2024-07-15-19,USD,6.7765
2024-07-15,云平台事业部,CC技术01,带宽流量成本,cogs,37370.59,38030.08,V-101106,带宽流量成本-2024-07-15-30,CNY,1.0
2024-07-15,技术支持部,CC数据02,市场推广费,opex_mkt,678.41,678.03,V-101107,市场推广费-2024-07-15-42,CNY,1.0
2024-07-15,AI研究院,CC企业04,培训服务收入,income,98682.33,102436.01,V-101108,培训服务收入-2024-07-15-15,CNY,1.0
2024-07-15,AI研究院,CC技术03,订阅服务收入,income,67607.32,68535.94,V-101109,订阅服务收入-2024-07-15-08,CNY,1.0
2024-07-15,云平台事业部,CCAI04,招待费,opex_admin,4163.85,4301.44,V-101110,招待费-2024-07-15-50,EUR,6.7774
2024-07-15,企业服务部,CCAI02,社保公积金,opex_salary,0,0.0,V-101111,社保公积金-2024-07-15-11,CNY,1.0
2024-07-16,AI研究院,CC云平01,软件许可成本,cogs,37548.49,38716.01,V-101112,软件许可成本-2024-07-16-59,CNY,1.0
2024-07-16,数据智能部,CCAI02,差旅交通,opex_admin,15274.21,15220.28,V-101113,差旅交通-2024-07-16-56,CNY,1.0
2024-07-16,技术支持部,CC云平03,差旅交通,opex_admin,11292.69,11042.83,V-101114,差旅交通-2024-07-16-66,CNY,1.0
2024-07-16,企业服务部,CC技术05,技术咨询收入,income,79714.11,79217.26,V-101115,技术咨询收入-2024-07-16-37,CNY,1.0
2024-07-16,企业服务部,CC云平01,培训服务收入,income,31962.38,31783.79,V-101116,培训服务收入-2024-07-16-47,CNY,1.0
2024-07-16,数据智能部,CC云平03,内容采购成本,cogs,5432.45,5203.78,V-101117,内容采购成本-2024-07-16-14,USD,7.4872
2024-07-16,云平台事业部,CCAI03,工资薪酬,opex_salary,0,0.0,V-101118,工资薪酬-2024-07-16-59,EUR,7.0832
2024-07-16,数据智能部,CC企业03,服务器成本,cogs,52518.17,51678.69,V-101119,服务器成本-2024-07-16-48,CNY,1.0
2024-07-16,AI研究院,CC云平04,坏账准备,opex_other,3676.88,3761.59,V-101120,坏账准备-2024-07-16-36,USD,6.8674
2024-07-17,技术支持部,CC企业01,一次性授权收入,income,38750.72,38379.45,V-101121,一次性授权收入-2024-07-17-82,CNY,1.0
2024-07-17,AI研究院,CC企业02,内容采购成本,cogs,7567.25,7518.67,V-101122,内容采购成本-2024-07-17-26,CNY,1.0
2024-07-17,企业服务部,CC技术02,软件许可成本,cogs,15242.31,15166.58,V-101123,软件许可成本-2024-07-17-35,CNY,1.0
2024-07-17,数据智能部,CCAI05,广告投放费,opex_mkt,11743.34,11677.6,V-101124,广告投放费-2024-07-17-09,CNY,1.0
2024-07-17,数据智能部,CCAI05,市场推广费,opex_mkt,12555.55,12411.73,V-101125,市场推广费-2024-07-17-72,CNY,1.0
2024-07-17,云平台事业部,CC数据02,研发工具费,opex_rd,10671.62,10188.03,V-101126,研发工具费-2024-07-17-57,CNY,1.0
2024-07-17,技术支持部,CCAI02,工资薪酬,opex_salary,2786.23,2652.72,V-101127,工资薪酬-2024-07-17-21,USD,7.321
2024-07-17,云平台事业部,CC企业02,技术咨询收入,income,53832.82,54838.18,V-101128,技术咨询收入-2024-07-17-20,CNY,1.0
2024-07-17,AI研究院,CC数据05,活动会展费,opex_mkt,0,0.0,V-101129,活动会展费-2024-07-17-97,CNY,1.0
2024-07-17,AI研究院,CC技术05,测试认证费,opex_rd,13324.56,13358.12,V-101130,测试认证费-2024-07-17-08,CNY,1.0
2024-07-17,技术支持部,CC企业03,招待费,opex_admin,12041.49,12122.7,V-101131,招待费-2024-07-17-73,CNY,1.0
2024-07-18,企业服务部,CC云平03,运维服务收入,income,6561.12,6761.15,V-101132,运维服务收入-2024-07-18-32,CNY,1.0
2024-07-18,企业服务部,CC云平02,一次性授权收入,income,40233.1,39491.51,V-101133,一次性授权收入-2024-07-18-43,USD,7.1187
2024-07-18,AI研究院,CCAI04,服务器成本,cogs,26846.77,28185.42,V-101134,服务器成本-2024-07-18-50,CNY,1.0
2024-07-18,数据智能部,CC技术04,服务器成本,cogs,27334.36,26531.78,V-101135,服务器成本-2024-07-18-48,EUR,7.1377
2024-07-18,企业服务部,CC数据01,研发工具费,opex_rd,0,0.0,V-101136,研发工具费-2024-07-18-60,CNY,1.0
2024-07-18,云平台事业部,CC数据05,活动会展费,opex_mkt,5338.51,5432.91,V-101137,活动会展费-2024-07-18-12,CNY,1.0
2024-07-18,AI研究院,CC云平05,研发工具费,opex_rd,0,0.0,V-101138,研发工具费-2024-07-18-86,CNY,1.0
2024-07-19,AI研究院,CC云平03,坏账准备,opex_other,12369.52,12304.44,V-101139,坏账准备-2024-07-19-54,EUR,7.4965
2024-07-19,云平台事业部,CC云平05,服务器成本,cogs,23677.24,24583.41,V-101140,服务器成本-2024-07-19-58,CNY,1.0
2024-07-19,云平台事业部,CCAI01,社保公积金,opex_salary,4449.67,4667.44,V-101141,社保公积金-2024-07-19-47,JPY,7.0747
2024-07-19,AI研究院,CC云平02,社保公积金,opex_salary,2833.37,2706.55,V-101142,社保公积金-2024-07-19-49,USD,6.6737
2024-07-21,技术支持部,CC数据03,订阅服务收入,income,25358.13,25160.45,V-101143,订阅服务收入-2024-07-21-39,CNY,1.0
2024-07-21,企业服务部,CC数据01,带宽流量成本,cogs,16184.09,15560.97,V-101144,带宽流量成本-2024-07-21-66,EUR,7.4191
2024-07-21,数据智能部,CC技术01,折旧摊销,opex_da,10540.42,10340.46,V-101145,折旧摊销-2024-07-21-16,CNY,1.0
2024-07-21,技术支持部,CC技术05,工资薪酬,opex_salary,12985.63,13496.39,V-101146,工资薪酬-2024-07-21-10,EUR,7.0981
2024-07-21,数据智能部,CC云平03,社保公积金,opex_salary,12631.54,13198.25,V-101147,社保公积金-2024-07-21-46,CNY,1.0
2024-07-21,AI研究院,CC云平03,软件许可成本,cogs,38967.36,37709.88,V-101148,软件许可成本-2024-07-21-18,CNY,1.0
2024-07-21,数据智能部,CCAI02,技术咨询收入,income,27025.97,27036.36,V-101149,技术咨询收入-2024-07-21-92,CNY,1.0
2024-07-22,技术支持部,CCAI05,市场推广费,opex_mkt,984.96,1000.52,V-101150,市场推广费-2024-07-22-32,CNY,1.0
2024-07-22,技术支持部,CC企业03,工资薪酬,opex_salary,9333.19,9220.32,V-101151,工资薪酬-2024-07-22-03,CNY,1.0
2024-07-22,技术支持部,CC企业02,办公租金,opex_admin,10552.25,11013.86,V-101152,办公租金-2024-07-22-28,EUR,7.2491
2024-07-22,数据智能部,CC企业04,工资薪酬,opex_salary,4638.86,4475.83,V-101153,工资薪酬-2024-07-22-39,CNY,1.0
2024-07-22,AI研究院,CC企业04,一次性授权收入,income,31603.52,30228.76,V-101154,一次性授权收入-2024-07-22-47,CNY,1.0
2024-07-22,技术支持部,CC云平02,带宽流量成本,cogs,23519.94,23524.11,V-101155,带宽流量成本-2024-07-22-24,CNY,1.0
2024-07-22,数据智能部,CC技术02,办公租金,opex_admin,0,0.0,V-101156,办公租金-2024-07-22-93,CNY,1.0
2024-07-22,云平台事业部,CCAI05,工资薪酬,opex_salary,999.39,957.68,V-101157,工资薪酬-2024-07-22-18,USD,7.7317
2024-07-22,数据智能部,CC云平02,办公租金,opex_admin,9819.34,10036.46,V-101158,办公租金-2024-07-22-04,CNY,1.0
2024-07-22,企业服务部,CCAI03,一次性授权收入,income,64044.07,62642.1,V-101159,一次性授权收入-2024-07-22-45,USD,7.7384
2024-07-23,数据智能部,CCAI02,软件许可成本,cogs,49737.56,50431.0,V-101160,软件许可成本-2024-07-23-72,USD,7.1488
2024-07-23,云平台事业部,CC技术05,工资薪酬,opex_salary,10703.2,11041.42,V-101161,工资薪酬-2024-07-23-87,CNY,1.0
2024-07-23,云平台事业部,CCAI04,研发工具费,opex_rd,3363.8,3503.95,V-101162,研发工具费-2024-07-23-58,CNY,1.0
2024-07-23,数据智能部,CC数据02,订阅服务收入,income,28198.2,28668.88,V-101163,订阅服务收入-2024-07-23-07,CNY,1.0
2024-07-23,AI研究院,CC云平04,测试认证费,opex_rd,7928.25,7554.73,V-101164,测试认证费-2024-07-23-69,CNY,1.0
2024-07-23,企业服务部,CC云平02,差旅交通,opex_admin,7604.36,7366.25,V-101165,差旅交通-2024-07-23-49,CNY,1.0
2024-07-23,技术支持部,CC企业01,招待费,opex_admin,5437.03,5641.17,V-101166,招待费-2024-07-23-48,CNY,1.0
2024-07-24,AI研究院,CCAI03,第三方服务费,cogs,41596.99,43427.45,V-101167,第三方服务费-2024-07-24-02,CNY,1.0
2024-07-24,技术支持部,CCAI03,绩效奖金,opex_salary,9559.56,9493.99,V-101168,绩效奖金-2024-07-24-81,CNY,1.0
2024-07-24,技术支持部,CC技术02,社保公积金,opex_salary,4187.68,4029.26,V-101169,社保公积金-2024-07-24-32,USD,7.5667
2024-07-24,技术支持部,CCAI05,内容采购成本,cogs,23555.73,22611.82,V-101170,内容采购成本-2024-07-24-45,CNY,1.0
2024-07-24,企业服务部,CC技术02,研发工具费,opex_rd,13019.86,12421.43,V-101171,研发工具费-2024-07-24-32,CNY,1.0
2024-07-24,云平台事业部,CCAI04,内容采购成本,cogs,25333.8,24198.13,V-101172,内容采购成本-2024-07-24-91,USD,7.5662
2024-07-24,企业服务部,CCAI02,市场推广费,opex_mkt,3343.45,3307.27,V-101173,市场推广费-2024-07-24-73,CNY,1.0
2024-07-24,云平台事业部,CC技术03,培训服务收入,income,41582.28,41892.43,V-101174,培训服务收入-2024-07-24-29,CNY,1.0
2024-07-24,技术支持部,CC数据02,差旅交通,opex_admin,1815.04,1729.32,V-101175,差旅交通-2024-07-24-08,USD,6.8369
2024-07-24,企业服务部,CC企业04,差旅交通,opex_admin,4397.6,4549.32,V-101176,差旅交通-2024-07-24-19,CNY,1.0
2024-07-25,数据智能部,CCAI05,坏账准备,opex_other,3990.54,4098.68,V-101177,坏账准备-2024-07-25-38,CNY,1.0
2024-07-25,云平台事业部,CC云平02,差旅交通,opex_admin,13200.54,12943.44,V-101178,差旅交通-2024-07-25-82,CNY,1.0
2024-07-25,数据智能部,CC云平01,广告投放费,opex_mkt,13256.32,12705.96,V-101179,广告投放费-2024-07-25-72,CNY,1.0
2024-07-25,企业服务部,CC技术03,内容采购成本,cogs,32915.04,31925.38,V-101180,内容采购成本-2024-07-25-55,CNY,1.0
2024-07-25,云平台事业部,CCAI02,带宽流量成本,cogs,22666.11,22809.85,V-101181,带宽流量成本-2024-07-25-21,USD,7.5643
2024-07-25,AI研究院,CC企业02,研发工具费,opex_rd,0,0.0,V-101182,研发工具费-2024-07-25-79,USD,6.7152
2024-07-25,AI研究院,CC企业02,差旅交通,opex_admin,11396.09,11721.96,V-101183,差旅交通-2024-07-25-98,CNY,1.0
2024-07-25,企业服务部,CCAI05,运维服务收入,income,60692.55,60555.13,V-101184,运维服务收入-2024-07-25-04,CNY,1.0
2024-07-26,数据智能部,CC企业03,折旧摊销,opex_da,3154.71,3301.86,V-101185,折旧摊销-2024-07-26-75,USD,7.7112
2024-07-26,云平台事业部,CC云平04,工资薪酬,opex_salary,12604.06,12347.1,V-101186,工资薪酬-2024-07-26-39,USD,6.5904
2024-07-26,云平台事业部,CC云平04,工资薪酬,opex_salary,13190.07,13716.85,V-101187,工资薪酬-2024-07-26-06,CNY,1.0
2024-07-26,云平台事业部,CC技术04,绩效奖金,opex_salary,16270.72,15888.09,V-101188,绩效奖金-2024-07-26-33,CNY,1.0
2024-07-26,云平台事业部,CC企业01,软件许可成本,cogs,33729.72,32150.58,V-101189,软件许可成本-2024-07-26-37,CNY,1.0
2024-07-26,AI研究院,CC技术05,折旧摊销,opex_da,0,0.0,V-101190,折旧摊销-2024-07-26-93,CNY,1.0
2024-07-26,企业服务部,CC企业02,技术咨询收入,income,48964.16,46869.51,V-101191,技术咨询收入-2024-07-26-10,CNY,1.0
2024-07-26,企业服务部,CC数据05,活动会展费,opex_mkt,7502.46,7324.22,V-101192,活动会展费-2024-07-26-26,CNY,1.0
2024-07-26,AI研究院,CC技术04,坏账准备,opex_other,13187.02,12653.72,V-101193,坏账准备-2024-07-26-39,CNY,1.0
2024-07-26,技术支持部,CCAI02,带宽流量成本,cogs,38012.68,37036.7,V-101194,带宽流量成本-2024-07-26-72,CNY,1.0
2024-07-26,技术支持部,CCAI01,社保公积金,opex_salary,10061.34,10159.57,V-101195,社保公积金-2024-07-26-53,CNY,1.0
2024-07-29,数据智能部,CCAI05,软件许可成本,cogs,23949.62,24188.41,V-101196,软件许可成本-2024-07-29-24,CNY,1.0
2024-07-29,AI研究院,CC云平02,专利注册费,opex_rd,17054.11,16931.11,V-101197,专利注册费-2024-07-29-70,CNY,1.0
2024-07-29,数据智能部,CCAI03,内容采购成本,cogs,13370.74,12839.54,V-101198,内容采购成本-2024-07-29-20,CNY,1.0
2024-07-29,数据智能部,CC数据04,带宽流量成本,cogs,61662.77,62898.3,V-101199,带宽流量成本-2024-07-29-41,CNY,1.0
2024-07-29,企业服务部,CC技术02,内容采购成本,cogs,35311.03,35912.12,V-101200,内容采购成本-2024-07-29-25,CNY,1.0
2024-07-29,数据智能部,CC数据01,坏账准备,opex_other,23197.82,22203.19,V-101201,坏账准备-2024-07-29-33,CNY,1.0
2024-07-30,AI研究院,CCAI03,社保公积金,opex_salary,5222.05,5450.26,V-101202,社保公积金-2024-07-30-65,JPY,6.8669
2024-07-30,技术支持部,CC技术03,培训服务收入,income,51974.81,51641.0,V-101203,培训服务收入-2024-07-30-17,CNY,1.0
2024-07-30,技术支持部,CC技术04,运维服务收入,income,33774.95,32336.37,V-101204,运维服务收入-2024-07-30-51,CNY,1.0
2024-07-30,AI研究院,CC企业02,第三方服务费,cogs,21128.88,20213.33,V-101205,第三方服务费-2024-07-30-35,EUR,6.6039
2024-07-30,云平台事业部,CC云平02,市场推广费,opex_mkt,0,0.0,V-101206,市场推广费-2024-07-30-29,CNY,1.0
2024-07-31,企业服务部,CC云平04,广告投放费,opex_mkt,2191.21,2144.98,V-101207,广告投放费-2024-07-31-19,CNY,1.0
2024-07-31,AI研究院,CC数据03,绩效奖金,opex_salary,7727.38,7403.01,V-101208,绩效奖金-2024-07-31-27,EUR,6.5716
2024-07-31,技术支持部,CCAI05,活动会展费,opex_mkt,8080.1,8232.37,V-101209,活动会展费-2024-07-31-43,CNY,1.0
2024-07-31,数据智能部,CC数据01,培训服务收入,income,55480.0,54677.7,V-101210,培训服务收入-2024-07-31-37,CNY,1.0
2024-07-31,企业服务部,CC企业05,社保公积金,opex_salary,7531.25,7716.22,V-101211,社保公积金-2024-07-31-14,CNY,1.0
2024-07-31,AI研究院,CC技术05,社保公积金,opex_salary,8785.66,8450.1,V-101212,社保公积金-2024-07-31-20,CNY,1.0
2024-07-31,数据智能部,CCAI02,技术咨询收入,income,43621.62,45188.75,V-101213,技术咨询收入-2024-07-31-96,CNY,1.0
2024-08-01,企业服务部,CC企业05,差旅交通,opex_admin,14661.97,14638.14,V-101214,差旅交通-2024-08-01-80,CNY,1.0
2024-08-01,数据智能部,CC数据01,广告投放费,opex_mkt,8012.62,7756.12,V-101215,广告投放费-2024-08-01-58,EUR,7.3432
2024-08-01,云平台事业部,CC云平04,绩效奖金,opex_salary,893.18,902.55,V-101216,绩效奖金-2024-08-01-51,CNY,1.0
2024-08-01,企业服务部,CCAI01,培训服务收入,income,52218.6,51203.21,V-101217,培训服务收入-2024-08-01-78,CNY,1.0
2024-08-01,技术支持部,CC企业01,内容采购成本,cogs,27316.01,26328.16,V-101218,内容采购成本-2024-08-01-88,CNY,1.0
2024-08-02,数据智能部,CC技术05,折旧摊销,opex_da,11345.57,11159.95,V-101219,折旧摊销-2024-08-02-98,CNY,1.0
2024-08-02,AI研究院,CCAI02,差旅交通,opex_admin,6894.62,7080.57,V-101220,差旅交通-2024-08-02-52,CNY,1.0
2024-08-02,云平台事业部,CC数据04,服务器成本,cogs,35570.42,36820.9,V-101221,服务器成本-2024-08-02-29,EUR,7.1376
2024-08-02,云平台事业部,CCAI05,运维服务收入,income,41715.6,39784.83,V-101222,运维服务收入-2024-08-02-26,CNY,1.0
2024-08-02,AI研究院,CC数据01,订阅服务收入,income,51639.28,50234.32,V-101223,订阅服务收入-2024-08-02-49,CNY,1.0
2024-08-02,云平台事业部,CC企业01,订阅服务收入,income,40619.05,40694.34,V-101224,订阅服务收入-2024-08-02-13,CNY,1.0
2024-08-02,技术支持部,CC数据05,专利注册费,opex_rd,8348.82,8629.05,V-101225,专利注册费-2024-08-02-42,USD,6.6589
2024-08-02,数据智能部,CC企业03,带宽流量成本,cogs,27935.5,26868.18,V-101226,带宽流量成本-2024-08-02-73,CNY,1.0
2024-08-02,云平台事业部,CC企业02,带宽流量成本,cogs,33315.41,33116.52,V-101227,带宽流量成本-2024-08-02-53,USD,7.1226
2024-08-02,AI研究院,CC数据04,带宽流量成本,cogs,34207.61,34653.75,V-101228,带宽流量成本-2024-08-02-01,CNY,1.0
2024-08-03,数据智能部,CC技术02,差旅交通,opex_admin,20189.12,19274.66,V-101229,差旅交通-2024-08-03-66,CNY,1.0
2024-08-03,云平台事业部,CC企业01,技术咨询收入,income,58783.09,59515.62,V-101230,技术咨询收入-2024-08-03-80,CNY,1.0
2024-08-03,企业服务部,CC数据04,一次性授权收入,income,40810.78,38933.43,V-101231,一次性授权收入-2024-08-03-84,JPY,7.4854
2024-08-03,数据智能部,CC企业02,社保公积金,opex_salary,8877.0,8894.21,V-101232,社保公积金-2024-08-03-34,CNY,1.0
2024-08-03,云平台事业部,CC数据02,运维服务收入,income,25282.79,24638.76,V-101233,运维服务收入-2024-08-03-75,USD,6.6348
2024-08-05,云平台事业部,CC数据02,运维服务收入,income,3200.89,3301.74,V-101234,运维服务收入-2024-08-05-80,CNY,1.0
2024-08-05,数据智能部,CC企业02,招待费,opex_admin,0,0.0,V-101235,招待费-2024-08-05-47,CNY,1.0
2024-08-05,企业服务部,CCAI01,折旧摊销,opex_da,5008.9,4941.34,V-101236,折旧摊销-2024-08-05-75,CNY,1.0
2024-08-05,数据智能部,CC技术02,技术咨询收入,income,66341.67,65829.23,V-101237,技术咨询收入-2024-08-05-24,CNY,1.0
2024-08-05,技术支持部,CC企业01,专利注册费,opex_rd,0,0.0,V-101238,专利注册费-2024-08-05-97,CNY,1.0
2024-08-05,技术支持部,CC企业03,绩效奖金,opex_salary,6181.12,6271.6,V-101239,绩效奖金-2024-08-05-57,CNY,1.0
2024-08-06,企业服务部,CC企业04,坏账准备,opex_other,15369.9,14984.42,V-101240,坏账准备-2024-08-06-51,CNY,1.0
